PlayerName,PlayerId,Pos,Team,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Dalton Schultz,2560866,TE,DAL,,,,,6,80,2,,,,,25.40,,6,6,6,7,86,1,1,,1,23.00
Tyler Conklin,2561027,TE,MIN,,,,,7,70,1,,,,,16.50,,7,7,7,8,88,3,3,1,2,16.50
George Kittle,2558266,TE,SF,,,,9,7,92,,,,,,15.30,1,7,8,7,9,78,,,,3,15.30
Travis Kelce,2540258,TE,KC,,,,,7,104,,,,,,16.80,,7,7,7,11,64,,,,4,13.90
Mike Gesicki,2560994,TE,MIA,,,,,10,86,,,,,,15.30,,10,10,10,12,83,,,,5,13.60
Mark Andrews,2560957,TE,BAL,,,,,5,109,,,,,,14.50,,5,5,5,7,71,,,,6,13.40
Zach Ertz,2540158,TE,ARI,,,,,4,53,1,,,,,5.00,,4,4,4,7,57,1,1,,7,13.30
Dawson Knox,2562681,TE,BUF,,,,,4,49,1,,,,,14.10,,4,4,4,5,80,1,1,,8,12.90
Tyler Higbee,2555364,TE,LA,,,,,5,40,1,,,,1,12.20,,5,5,5,5,100,2,2,,9,10.50
Logan Thomas,2543767,TE,WAS,,,,,4,42,1,,,,1,10.20,,4,4,4,4,100,2,2,1,10,10.20
Tommy Tremble,2565914,TE,CAR,,,,7,1,30,,,,,,13.50,1,1,2,1,1,100,,1,1,11,10.20
Pat Freiermuth,2566442,TE,PIT,,,,,3,22,1,,,,,9.70,,3,3,3,5,60,2,1,1,12,9.70
Austin Hooper,2555415,TE,CLE,,,,,2,19,1,,,,,9.70,,2,2,2,3,67,1,1,,13,8.90
Lee Smith,2495347,TE,ATL,,,,,3,7,1,,,,,12.70,,3,3,3,3,100,1,1,1,14,8.20
Gerald Everett,2557889,TE,SEA,,,,,5,54,,,,,,12.30,,5,5,5,5,100,,,,15,7.90
Darren Waller,2552408,TE,LV,,,,,5,54,,,,,,10.90,,5,5,5,7,71,1,,,16,7.90
Jody Fortson,2563259,TE,KC,,,,,2,7,1,,,,,16.80,,2,2,2,2,100,1,1,1,17,7.70
Dallas Goedert,2560995,TE,PHI,,,,,2,66,,,,,,20.90,,2,2,2,4,50,,,,18,7.60
Rob Gronkowski,497240,TE,TB,,,,,4,55,,,,,,14.60,,4,4,4,8,50,2,,2,19,7.50
Hunter Henry,2555341,TE,NE,,,,,5,36,,,,,,7.00,,5,5,5,6,83,,,,20,6.10
