PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Myles Adams,2563620,DL,DET,@MIN,,,,,,,,,,,,,,,,,,0.00,231,1,0.00,0.0
Adetomiwa Adebawore,2569843,DL,IND,JAX,0.12,0.24,0.09,,,0.06,,,,,,,,,0.18,,,0.80,195,2,0.00,-0.8
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,,232,3,0.00,
Tommy Akingbesote,2574066,DL,CAR,SEA,,,,,,,,,,,,,,,,,,0.00,233,4,0.00,0.0
Darius Alexander,2574412,DL,NYG,@LV,0.18,0.24,0.06,0.12,,,,,,,,,,,,,,0.71,201,5,0.00,-0.71
Deslin Alexandre,2570593,DL,GB,BAL,,,,,,,,,,,,,,,,,,0.00,234,6,0.00,0.0
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,,235,7,0.00,
Jonathan Allen,2557844,DL,MIN,DET,1.91,0.79,0.39,0.45,,,,,,,,,,0.06,0.9,,,5.39,29,8,0.00,-5.39
Zach Allen,2562219,DL,DEN,@KC,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,12,9,0.00,-6.7
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,236,10,0.00,
Evan Anderson,2573524,DL,SF,CHI,,,,,,,,,,,,,,,,,,0.00,237,11,0.00,0.0
Will Anderson Jr.,2569834,DL,HOU,@LAC,1.8,0.66,0.6,0.9,,0.12,0.06,,,,,,,0.06,1.32,,,6.94,11,12,0.00,-6.94
Felix Anudike-Uzomah,2569930,DL,KC,DEN,0.71,0.59,0.18,0.29,,0.06,,,,,,,,,0.41,,,2.63,128,13,0.00,-2.63
Arik Armstead,2552493,DL,JAX,@IND,1.12,0.35,0.09,0.12,,,,,,,,,,0.06,0.29,,,2.55,131,14,0.00,-2.55
Dorance Armstrong,2560959,DL,WAS,DAL,1.07,0.96,0.39,0.39,,0.06,,,,,,,,0.06,0.84,,,4.33,62,15,0.00,-4.33
Popo Aumavae,2573656,DL,CAR,SEA,,,,,,,,,,,,,,,,,,0.00,238,16,0.00,0.0
Denico Autry,2550646,DL,HOU,@LAC,1.12,0.53,0.29,0.41,,0.06,0.06,,0.06,,,,,0.24,0.71,,0.06,4.66,52,17,0.00,-4.66
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,,239,18,0.00,
