PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jordan Poyer,2539290,DB,BUF,10,,,1,1,,,,,,,,,1,,26,,1,25.37
Justin Simmons,2555550,DB,DEN,7,,,,2,,,,,,,,,2,,24,,2,24.70
Rasul Douglas,2558168,DB,GB,9,,,,1,,,,,,,,,2,,,,3,23.80
Kenny Moore II,2558976,DB,IND,7,2,,,1,,,,,,,,,2,,32,,4,23.07
Josh Norman,2532920,DB,SF,7,,,,1,1,,,,,,,,1,,40,,5,22.73
Xavier Woods,2558159,DB,MIN,4,4,1,,1,1,,,,,,,,1,1,12,,6,22.40
Derwin James,2560760,DB,LAC,7,6,,1,,1,,,,,,,,,,,,7,21.70
Adrian Phillips,2550842,DB,NE,1,2,,,2,,,1,,,,,,2,1,38,,8,21.07
Jessie Bates,2560970,DB,CIN,6,2,,,1,,,,,,,,,1,,65,,9,19.97
Harrison Smith,2532948,DB,MIN,7,2,,,,1,,,,,,,,1,,,,10,19.50
Adoree' Jackson,2558065,DB,NYG,8,4,,,,,,,,,,,,1,,,,11,19.30
Jordan Whitehead,2560930,DB,TB,9,,,1,,,,,,,,,,1,,,,12,19.30
Kevin Byard,2555158,DB,TEN,4,,,,1,,,,,,,,,3,,14,,13,18.27
Logan Ryan,2540162,DB,NYG,7,2,,,,1,,,,,,,,,,,,14,17.00
Ugo Amadi,2562464,DB,SEA,8,1,,,,,,,,,,,,1,,,,15,16.90
Cameron Dantzler,2564526,DB,MIN,7,,,,,,,,,,,,,2,,,,16,16.90
Landon Collins,2552454,DB,WAS,5,3,1,2,,,,,,,,,,,1,,,17,16.40
Vonn Bell,2555530,DB,CIN,5,4,,,,1,1,,,,,,,,,,,18,16.20
Chauncey Gardner-Johnson,2562588,DB,NO,5,1,,,1,,,,,,,,,1,,26,,19,16.17
Marcus Epps,2562946,DB,PHI,7,2,,,,,,,,,,,,1,,,,20,16.00
Elijah Molden,2566115,DB,TEN,2,,,,1,,,1,,,,,,2,,2,,21,15.97
Chidobe Awuzie,2557840,DB,CIN,7,,,1,,,,,,,,,,1,,,,22,15.90
Erik Harris,2555568,DB,ATL,5,2,,,,,,,,,,,,2,,,,23,15.10
Marcell Harris,2561006,DB,SF,6,1,1,1,,,,,,,,,,,1,,,24,15.00
Andrew Sendejo,2525323,DB,IND,6,1,,,,1,,,,,,,,,,,,25,14.50
Pierre Desir,2543811,DB,TB,7,,,,,,,,,,,,,1,,,,26,14.40
Jalen Thompson,2563339,DB,ARI,4,6,,,,,,,,,,,,1,,,,27,14.10
Nasir Adderley,2562617,DB,LAC,5,2,,,,,1,,,,,,,1,,,,28,13.60
Donte' Deayon,2556512,DB,LA,6,1,,,,,,,,,,,,1,,,,29,13.50
Quandre Diggs,2552262,DB,SEA,2,1,,,1,,,,,,,,,2,,9,,30,13.00
Anthony Brown,2555531,DB,DAL,4,1,,,,,,,,,,,,2,,,,31,12.60
Jamal Adams,2557979,DB,SEA,5,5,,,,,,,,,,,,,,,,32,12.50
Justin Reid,2560851,DB,HOU,5,5,,,,,,,,,,,,,,,,33,12.50
K'Waun Williams,2550654,DB,SF,4,3,,2,,,,,,,,,,,,,,34,12.20
DeAndre Houston-Carson,2555381,DB,CHI,5,1,,,,,,,,,,,,1,,,,35,11.80
Brandon Jones,2564469,DB,MIA,5,1,,1,,,,,,,,,,,2,,,36,11.80
Nik Needham,2563220,DB,MIA,6,2,,,,,,,,,,,,,,,,37,11.80
P.J. Williams,2552484,DB,NO,,,,,1,,,1,,,,,,1,,40,,38,11.33
Ryan Neal,2561381,DB,SEA,4,,1,1,,,,,,,,,,,2,,,39,11.30
Budda Baker,2558009,DB,ARI,6,1,,,,,,,,,,,,,,,,40,11.00
Vernon Hargreaves III,2555299,DB,FA,6,1,,,,,,,,,,,,,,,,41,11.00
Kareem Jackson,496735,DB,DEN,6,1,,,,,,,,,,,,,,,,42,11.00
Levi Wallace,2560914,DB,BUF,5,,,,,,,,,,,,,1,,,,43,11.00
Byron Jones,2552568,DB,MIA,4,2,,,,,,,,,,,,1,,,,44,10.90
Byron Murphy,2562318,DB,ARI,4,2,,,,,,,,,,,,1,,,,45,10.90
Jalen Ramsey,2555280,DB,LA,2,,,1,,1,,,,,,,,1,,,,46,10.90
Marcus Williams,2558847,DB,NO,5,3,,,,,,,,,,,,,,,,47,10.90
Jayron Kearse,2555156,DB,DAL,5,1,,1,,,,,,,,,,,,,,48,10.80
Henry Black,2563974,DB,GB,2,1,,,1,,,,,,,,,1,,,,49,10.20
Chris Harris,2530510,DB,LAC,6,,,,,,,,,,,,,,,,,50,10.20
Jimmie Ward,2543741,DB,SF,6,,,,,,,,,,,,,,,,,51,10.20
Jeremy Chinn,2563632,DB,CAR,4,1,,,,,,,,,,,,1,,,,52,10.10
Kamren Curl,2565270,DB,WAS,5,2,,,,,,,,,,,,,,,,53,10.10
Ronald Darby,2552689,DB,DEN,5,2,,,,,,,,,,,,,,,,54,10.10
L'Jarius Sneed,2564304,DB,KC,5,2,,,,,,,,,,,,,,,,55,10.10
Greedy Williams,2562785,DB,CLE,4,1,,,,,,,,,,,,1,,,,56,10.10
Marcus Maye,2557995,DB,NYJ,5,,,1,,,,,,,,,,,,,,57,10.00
Tavierre Thomas,2561278,DB,HOU,2,5,,,,,,,,,,,,1,,,,58,9.90
James Bradberry,2555175,DB,NYG,3,1,,,,,1,,,,,,,1,,,13,59,9.83
Avonte Maddox,2560795,DB,PHI,3,1,,,,1,,,,,,,,,,,,60,9.40
Ronnie Harrison,2561008,DB,CLE,5,1,,,,,,,,,,,,,,,,61,9.30
Eric Stokes,2566097,DB,GB,5,1,,,,,,,,,,,,,,,,62,9.30
Bashaud Breeland,2543571,DB,MIN,4,3,,,,,,,,,,,,,,,,63,9.20
Kendall Fuller,2555349,DB,WAS,2,1,,,,,,,,,,,,2,,,,64,9.20
Terrance Mitchell,2543637,DB,HOU,2,1,,,,,,,,,,,,2,,,,65,9.20
Talanoa Hufanga,2566529,DB,SF,4,1,,1,,,,,,,,,,,,,,66,9.10
Malcolm Jenkins,79848,DB,NO,1,3,,,,,,,,,,,,2,,,,67,9.10
Michael Carter II,2565717,DB,NYJ,2,2,,1,,,,,,,,,,1,,,,68,9.00
Jourdan Lewis,2557920,DB,DAL,5,,,,,,,,,,,,,,1,,,69,9.00
George Odum,2561131,DB,IND,5,,,,,,,,,,,,,,1,,,70,9.00
Benjamin St-Juste,2566604,DB,WAS,3,3,,1,,,,,,,,,,,,,,71,9.00
Marco Wilson,2566439,DB,ARI,3,,,,,1,,,,,,,,,,,,72,8.60
Stephon Gilmore,2533062,DB,CAR,1,1,,,1,,,,,,,,,1,,,,73,8.50
